Transaction_ID,Customer_Name,Customer_Email,Date,Amount,Product,Reason_Code,Evidence_Receipt,Evidence_Shipping,Evidence_Email,Evidence_Photo,Current_Process,Notes
e61f07d1-5e1e-4a40-a16f-b63705118e59,Amy Werner,jesse02@gillespie-nichols.com,2025-09-14,508.03,Smartphone,Fraud / Unauthorized Transaction,https://dummy-evidence.com/receipt/5711ecbb-f86e-4df9-b4f7-b4ce4ca0e8f4.pdf,https://dummy-evidence.com/shipping/2f94b866-1043-4e31-838f-b96bcde568ac.pdf,https://dummy-evidence.com/email/c43b308d-2f27-45f5-8da9-aff01cc7e5b6.pdf,https://dummy-evidence.com/photo/6de66f69-d6bf-457b-8cd3-6a91b9f74c8c.jpg,Submit all evidence without selection,These me today involve black newspaper.
39efd838-cbf9-48c0-8ac2-a8239894e3e1,Daniel Thompson,westsummer@yahoo.com,2025-09-27,199.51,Board Game,Canceled Subscription,https://dummy-evidence.com/receipt/4abadf96-aa25-44f5-be1a-48910c019fff.pdf,https://dummy-evidence.com/shipping/97280159-ba62-48e4-b344-a52ed09ef366.pdf,https://dummy-evidence.com/email/1c7d012e-9a04-40b4-92bc-96286ba5eb40.pdf,https://dummy-evidence.com/photo/bbcfe4f9-9ee9-4975-a2f6-bf6ec242dd1b.jpg,Submit minimal evidence to save time,Expect music toward mission down help.
b60e1a62-5093-4f42-9272-891b206ddd13,Michelle Palmer,charlessimon@griffin.biz,2025-10-14,963.77,Running Shoes,Duplicate Charge,https://dummy-evidence.com/receipt/2966f41f-3c6c-44cc-957c-9c7c4cd27c88.pdf,https://dummy-evidence.com/shipping/a541e57f-24fb-4446-b1db-cf24c09a236c.pdf,https://dummy-evidence.com/email/4e7c760b-6a08-4865-a97f-28d2ff11b444.pdf,https://dummy-evidence.com/photo/4c8abf37-1bab-4a0d-a7f1-d08ba313e584.jpg,Submit all evidence without selection,Card north billion prevent product artist according someone.
d0ff287b-ed59-4dbb-905f-5aadfd015611,Katherine Grant,jcantu@davis-nelson.net,2025-11-14,247.28,Fitness Tracker,Duplicate Charge,https://dummy-evidence.com/receipt/6368119a-1043-437e-880e-06db49fc7d2b.pdf,https://dummy-evidence.com/shipping/62ef92f9-aa7c-43bd-b08e-66da4e5f8ffc.pdf,https://dummy-evidence.com/email/9210019a-1f32-4a50-b05c-2803cadff6ea.pdf,https://dummy-evidence.com/photo/4d2f0c23-f02f-4bc2-b927-c72175302e63.jpg,Manual selection of receipts only,Language necessary scientist bit now really.
5a8e5405-673f-4796-b5d7-83b5ab071682,Kristin Ward,william96@lewis-barnes.org,2025-08-11,440.42,Board Game,Credit Not Processed,https://dummy-evidence.com/receipt/5dd93d85-6f65-45c4-a675-513a0f6468a6.pdf,https://dummy-evidence.com/shipping/10550b70-558d-4393-90e5-fc731d82abc8.pdf,https://dummy-evidence.com/email/ec112574-2051-4430-a44b-8fc01ce775ed.pdf,https://dummy-evidence.com/photo/7f9ba62b-6ba6-44dc-b1ea-b6b1b592e575.jpg,Submit minimal evidence to save time,Figure table listen fast its discussion seven.
801fae9b-dd74-4b6c-a4f0-86968a6e6dd7,Andrew King,jamie77@cook.com,2025-11-13,706.93,Running Shoes,Product Not Received,https://dummy-evidence.com/receipt/ea0d8156-8d2e-4420-bb4e-4c4a947d9900.pdf,https://dummy-evidence.com/shipping/450add5e-80a6-4f48-9ce0-e0a5d7ff2530.pdf,https://dummy-evidence.com/email/2b779327-b749-480f-a8fa-4b1a895b0722.pdf,https://dummy-evidence.com/photo/bb3e826e-db87-4402-95d0-2fe770299534.jpg,Submit minimal evidence to save time,Adult well activity medical full fly why still.
625cd590-5def-442a-93af-04b752465384,Tracy Dyer,barkeradam@moreno.biz,2025-11-29,587.01,Smartphone,Canceled Subscription,https://dummy-evidence.com/receipt/0a92f876-70c7-4b8a-836e-9d5ed61bc256.pdf,https://dummy-evidence.com/shipping/897f03f7-6985-4a4f-b2a3-222278f88068.pdf,https://dummy-evidence.com/email/87d40a62-77ee-4cd3-ae39-90abb1ebe9b5.pdf,https://dummy-evidence.com/photo/8b8e0a07-71e4-40e2-a8ec-d62a02f77765.jpg,Submit minimal evidence to save time,Fight sing item apply member friend significant high store green generation Mr sell building.
02c86c25-8184-4cc5-8c3d-e4db39cb07bf,James Torres,michelle55@gmail.com,2025-10-20,174.69,Backpack,Credit Not Processed,https://dummy-evidence.com/receipt/65a0c826-602b-478e-bfd0-b222ebc8bac9.pdf,https://dummy-evidence.com/shipping/eb70af6e-dfe3-48cc-aa07-b2060360a79f.pdf,https://dummy-evidence.com/email/8af73942-267f-464f-86ff-ac7f00acb89a.pdf,https://dummy-evidence.com/photo/4470b08b-4c0d-4ce9-a16d-5f4795f7a513.jpg,Submit minimal evidence to save time,Vote suggest vote meeting cost simple skin everything wait left close movie after.
b87e3a97-ffb1-4617-8918-7237c7424a1c,Christopher May,zharmon@gmail.com,2025-11-14,326.66,Wireless Headphones,Product Not Received,https://dummy-evidence.com/receipt/824ff5fb-0465-41d8-a0fe-86ccccb17992.pdf,https://dummy-evidence.com/shipping/eb5bd6b3-a6c5-45a7-a67c-0898bd8e9c1c.pdf,https://dummy-evidence.com/email/cca45714-a4ee-453f-8c66-9499d0c013c2.pdf,https://dummy-evidence.com/photo/a0709aad-6d67-4314-aaf0-d6aa3a44d203.jpg,Submit all evidence without selection,Organization follow race sport four create fire.
73bbd4b2-328c-4bcd-85cd-cdf24aba9524,Anita Berry,gonzaleztheodore@richmond.com,2025-10-09,314.03,Smartphone,Fraud / Unauthorized Transaction,https://dummy-evidence.com/receipt/d3e44dbb-95b5-45a3-8f8f-a4080667205c.pdf,https://dummy-evidence.com/shipping/9cde21be-019a-42e7-a73f-040f1e45f6f0.pdf,https://dummy-evidence.com/email/6b2d167c-593e-4b7e-b620-0ff584a8280a.pdf,https://dummy-evidence.com/photo/701ee7ca-b169-4ee2-af01-7959b084ed5a.jpg,Submit minimal evidence to save time,Whom check political respond draw light.
016b0a47-4999-44e7-aa56-e6af9e928f3f,Kevin Henry,vaughnnatasha@gmail.com,2025-10-22,389.16,Laptop,Product Not as Described,https://dummy-evidence.com/receipt/594b7475-2a36-4392-ae81-9318c7ba709c.pdf,https://dummy-evidence.com/shipping/5ed9e88d-af0f-4a78-a4c4-e8525a7f1a5f.pdf,https://dummy-evidence.com/email/a6337d82-9692-493f-96da-4f6d85847c02.pdf,https://dummy-evidence.com/photo/9459ac31-f829-426d-b893-19a89064d3e4.jpg,Manual selection of receipts only,Red mother Mr box particularly town seven certainly.
b7a65d0f-d17e-4253-933d-8c2d8f95d333,Tanya Arnold,joel86@gmail.com,2025-09-04,918.05,Laptop,Fraud / Unauthorized Transaction,https://dummy-evidence.com/receipt/4c5d5ebf-1007-4607-97ef-ec7803763f88.pdf,https://dummy-evidence.com/shipping/7dcc1188-241f-45a0-b97d-165dba3c144d.pdf,https://dummy-evidence.com/email/37690bef-9933-4ed2-993d-15ccfb65173d.pdf,https://dummy-evidence.com/photo/b6826271-a45c-4380-bc26-7d75425da0ef.jpg,Submit minimal evidence to save time,Second true quickly must recently remember administration real someone front base special month store.
ba7cd117-3bae-469e-8024-433175a7627b,Tracy Li,fmyers@hotmail.com,2025-07-21,459.17,Smartphone,Fraud / Unauthorized Transaction,https://dummy-evidence.com/receipt/252a7ed9-5e78-42da-bdd1-5720a091b0fa.pdf,https://dummy-evidence.com/shipping/c6f4051c-de56-4f7d-ae68-b629cf741e66.pdf,https://dummy-evidence.com/email/9cef0da7-f74d-4c02-8c25-ba31080b614a.pdf,https://dummy-evidence.com/photo/d4b62a77-a2d8-43cb-ac1d-b994a886a066.jpg,Submit all evidence without selection,Stuff threat voice listen that politics responsibility national feel.
7f996c0a-2369-4fa5-a1dc-652871f77d5d,Erica Rice,mevans@hall.com,2025-08-11,914.42,Board Game,Fraud / Unauthorized Transaction,https://dummy-evidence.com/receipt/eaeeef7d-876a-4114-a821-4d614cef0070.pdf,https://dummy-evidence.com/shipping/6c20dbea-01f7-4c01-a3c4-63ec8236d93a.pdf,https://dummy-evidence.com/email/ad784d28-10e4-4697-87a6-dc86e6453253.pdf,https://dummy-evidence.com/photo/c2040541-20b0-4814-b22c-356e63e7c79c.jpg,Submit all evidence without selection,Step management southern computer quality pattern.
a353bedf-2d3d-4011-b3fc-baf387901655,Emily Aguilar,qwelch@newman.org,2025-12-03,204.07,Smartphone,Duplicate Charge,https://dummy-evidence.com/receipt/7e2d3320-456b-4b83-80e2-1394330586db.pdf,https://dummy-evidence.com/shipping/61ba5273-8edc-43c7-9f1c-1609a6accdf0.pdf,https://dummy-evidence.com/email/134e68d2-93b5-4c2b-a9b7-0fdb18fafb41.pdf,https://dummy-evidence.com/photo/50bf2978-59dd-4fd5-b416-95bea14ce5fc.jpg,Submit all evidence without selection,Government save start plant successful concern environment finish college her development doctor air.
a5f98fe4-21d6-429c-aca3-d0f1d7495722,Tracy Gutierrez,davidjohnson@hotmail.com,2025-08-13,778.22,Fitness Tracker,Fraud / Unauthorized Transaction,https://dummy-evidence.com/receipt/7852a488-2ef5-4c38-a80d-6cf9e7595bdb.pdf,https://dummy-evidence.com/shipping/bce9d92a-5814-49aa-921d-c68080dae36d.pdf,https://dummy-evidence.com/email/c0cad12d-2c61-42b3-80e3-32017e6638aa.pdf,https://dummy-evidence.com/photo/8a57d32f-f9e1-4cd9-9fc8-41e12e935521.jpg,Submit minimal evidence to save time,Return environmental generation prepare arm than until meeting.
72cab84b-9c99-4207-b448-db3bdf69d47d,Sara Watson,mitchell97@yahoo.com,2025-12-08,458.66,Running Shoes,Product Not Received,https://dummy-evidence.com/receipt/09829433-a2b3-4cf5-9d33-814ab8247087.pdf,https://dummy-evidence.com/shipping/355755a0-98ed-4c16-97fd-2e4b4fd5e947.pdf,https://dummy-evidence.com/email/bd3432e9-5e13-41e5-8e58-9166774f6bb0.pdf,https://dummy-evidence.com/photo/437f328c-5723-408a-a8e9-e54076d7b3ed.jpg,Submit minimal evidence to save time,Full write medical full general player fear ready.
63329722-106f-4b11-9295-f3f24a49578a,Geoffrey Cruz,mcdonaldrichard@yahoo.com,2026-01-09,158.39,Smartphone,Product Not Received,https://dummy-evidence.com/receipt/1983786f-d576-4301-b2fc-1b5d40a349fb.pdf,https://dummy-evidence.com/shipping/f318b0c0-440f-4d0c-a77a-23026e96aa07.pdf,https://dummy-evidence.com/email/b1c73945-9f94-4c00-b718-86225178ccf2.pdf,https://dummy-evidence.com/photo/24fbc411-8375-4de9-a4ae-f1da133ca989.jpg,Submit all evidence without selection,Walk ready forward left of learn subject goal direction outside source easy.
0308be00-e459-44d7-8afa-df072c5c43bb,Melanie Wood,robertacosta@gmail.com,2025-12-26,249.5,Laptop,Product Not Received,https://dummy-evidence.com/receipt/0db03134-a510-41f7-9861-3f79578c2f33.pdf,https://dummy-evidence.com/shipping/608d3687-056c-4fd5-9b4d-f4937ff37ddd.pdf,https://dummy-evidence.com/email/979ac4f8-413a-4fe5-b6e1-a0c72170b150.pdf,https://dummy-evidence.com/photo/9a911b83-f6a5-420a-8556-ebef5063d87c.jpg,Submit all evidence without selection,Do range later view sign throw natural among.
59e3c56e-19be-4960-b619-fb8a413d995b,Angela Hutchinson,kimberly86@yahoo.com,2025-11-07,13.7,Wireless Headphones,Product Not as Described,https://dummy-evidence.com/receipt/d02ae45c-ead8-4c98-a079-5b14e3cdba40.pdf,https://dummy-evidence.com/shipping/901ba0e4-1a92-4b9f-b057-c1ecba4b68db.pdf,https://dummy-evidence.com/email/60a833f6-7f2a-4d43-8d96-dcb6e0f30865.pdf,https://dummy-evidence.com/photo/b79521ec-e347-455d-9f1f-9d98f4a79d9b.jpg,Manual selection of receipts only,Practice rich movement positive determine society road financial.
a5844e60-3038-4bdc-ba29-9ecde110a3cc,Jeffrey Greer,hwashington@shields.biz,2026-01-14,307.01,Running Shoes,Fraud / Unauthorized Transaction,https://dummy-evidence.com/receipt/bad6235e-9b12-4131-a68d-0c3aff9da931.pdf,https://dummy-evidence.com/shipping/4f23b9d1-dc79-42cc-a463-701184ad0f4d.pdf,https://dummy-evidence.com/email/bc33bf8a-ac73-4e09-9667-460c8c4d255e.pdf,https://dummy-evidence.com/photo/dd9c6c30-d675-46fd-928e-b7a6f1a27ca6.jpg,Manual selection of receipts only,Need despite argue them medical while understand treat.
b112041d-0c4f-4df9-be20-e34f740b6adb,Jacqueline Peters,ballwilliam@yahoo.com,2025-11-10,92.17,Smartphone,Canceled Subscription,https://dummy-evidence.com/receipt/77c1f029-0d61-4ce6-a15c-4e2eb33a4032.pdf,https://dummy-evidence.com/shipping/f38b1d55-253b-447a-aba3-312e070bd09a.pdf,https://dummy-evidence.com/email/b41a43ff-6c48-4553-8187-fea169d8f65e.pdf,https://dummy-evidence.com/photo/87de160f-d8e3-43b5-82d3-7fcafff6d536.jpg,Manual selection of receipts only,Three billion artist form far mention leave coach.
e05eae30-4420-4fe9-8263-b356d180eaa9,Jennifer Thompson,jenkinsbrandon@gonzalez.com,2025-08-11,608.95,Laptop,Product Not Received,https://dummy-evidence.com/receipt/a0cdcb97-2214-4ff5-8a40-2762c9f99c01.pdf,https://dummy-evidence.com/shipping/06386e31-6301-4c7e-8f96-0685985d0652.pdf,https://dummy-evidence.com/email/e89a1efa-d92e-486a-8a5d-6b8868678e4b.pdf,https://dummy-evidence.com/photo/995e9be4-9bae-4d3d-81e3-65d4fe59fc9f.jpg,Submit all evidence without selection,Participant ground really hospital local part you explain.
c80019b9-4309-4ae0-84bc-f1e336946569,Laura Rojas,campbelldanielle@yahoo.com,2025-11-17,249.8,Board Game,Canceled Subscription,https://dummy-evidence.com/receipt/a87f8055-79b3-4a4a-b4ab-bf9f1290d214.pdf,https://dummy-evidence.com/shipping/70213b0c-d1b0-4deb-8346-ad489ec6eaac.pdf,https://dummy-evidence.com/email/90dd602f-23f0-4cbc-9a00-79f1dd73fa32.pdf,https://dummy-evidence.com/photo/facd103a-58f4-4ea2-8b8b-384af3351e8a.jpg,Manual selection of receipts only,Interview rest ever remember read everyone car address gas.
46bc0bd8-872f-4b15-a25d-1c03943e59e5,Austin Marsh,shannon64@gmail.com,2025-10-06,672.15,Laptop,Fraud / Unauthorized Transaction,https://dummy-evidence.com/receipt/62a63efb-cbd0-4338-8a7c-51ace648b012.pdf,https://dummy-evidence.com/shipping/72fd7183-e522-49ca-8742-2461395a1538.pdf,https://dummy-evidence.com/email/5077aa18-41d3-455d-83ac-1a596adbcf22.pdf,https://dummy-evidence.com/photo/08c56b9b-3037-4142-a4fe-337b64e8a0de.jpg,Submit all evidence without selection,Require quickly financial unit race figure off example despite have behavior.
9d1666f2-0476-4845-97ee-23e5882493d6,Suzanne Farmer,danieljenkins@harrison.com,2025-11-21,772.56,Backpack,Product Not Received,https://dummy-evidence.com/receipt/e7bd454b-1b0a-4004-98f8-0f08189ba07d.pdf,https://dummy-evidence.com/shipping/a999ee33-6320-4041-830a-215fe26a267c.pdf,https://dummy-evidence.com/email/7671563c-a6f8-4866-acf8-5fca1acf13de.pdf,https://dummy-evidence.com/photo/a02acf34-6156-46b7-b749-4251249b6fe8.jpg,Submit all evidence without selection,Up his but discussion in apply understand.
53350c93-003d-448a-9bdb-c5f28ee0e0ac,Cory Lopez,marcus49@cunningham-landry.com,2025-12-21,946.75,Board Game,Canceled Subscription,https://dummy-evidence.com/receipt/3a898ea5-f429-4d0e-b652-b02529693048.pdf,https://dummy-evidence.com/shipping/eafff6e1-de54-45af-a48e-1df6536ef530.pdf,https://dummy-evidence.com/email/1c08af56-75dc-42d5-a70b-a5afee73404a.pdf,https://dummy-evidence.com/photo/a4c8cdc0-eb2a-4992-9775-dcc9686bf6ae.jpg,Manual selection of receipts only,Send animal everyone century threat office culture.
03d0ae3c-e53e-4e60-a373-55242eef36ec,Anna Sherman,curtisanne@dunn.org,2025-11-02,883.36,Smartphone,Duplicate Charge,https://dummy-evidence.com/receipt/e0023686-b017-47d3-a782-d39b6916e338.pdf,https://dummy-evidence.com/shipping/c027c404-4fc9-464a-a397-9d33e5f9eb38.pdf,https://dummy-evidence.com/email/ed23de0d-7b8c-4c6a-951c-3fc386d5a39d.pdf,https://dummy-evidence.com/photo/3a45eac4-38eb-4dbf-bc1b-06b45ebf6508.jpg,Submit all evidence without selection,So likely card across professor into stay sign for visit.
3d7a842f-66de-4d2f-ae0c-cd8863e1aeec,James Mcdaniel,mary37@hotmail.com,2025-11-22,577.72,Running Shoes,Product Not as Described,https://dummy-evidence.com/receipt/e203f90b-9e5c-4e8b-8e45-ec8c5d03c7aa.pdf,https://dummy-evidence.com/shipping/f37bad7a-6dc6-4468-8cec-6175e486c0f4.pdf,https://dummy-evidence.com/email/abe48576-fde3-4424-91a6-504023d92e3d.pdf,https://dummy-evidence.com/photo/f22c681c-c8be-4fd3-b78e-f93675d2be27.jpg,Manual selection of receipts only,Yes even side require unit floor day.
efbe206f-5498-4425-8a88-5ab638a19a21,Robert Jensen,evansedgar@shepherd.com,2025-08-29,175.05,Laptop,Canceled Subscription,https://dummy-evidence.com/receipt/aa913feb-f686-49e5-be65-1506f2dfbb6e.pdf,https://dummy-evidence.com/shipping/9749ee83-8d0e-4c14-b530-eb50192e541d.pdf,https://dummy-evidence.com/email/a56ac761-2c64-46e4-9802-1ec630675361.pdf,https://dummy-evidence.com/photo/8fda6253-bbef-4c2c-a1f1-eea7eb64c333.jpg,Submit minimal evidence to save time,Visit agent use line effect meeting support future his run.
